Word i,Word i entity tag,Word i POS,Stopword
المفاصل,O,noun,no
.,O,punc,no
تتجول,O,verb,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
الجسم,O,noun,no
",",O,punc,no
مثل,O,noun,yes
كل,O,noun_quant,yes
خلايا,O,noun,no
الدم,O,noun,no
الأخرى,O,adj,no
",",O,punc,no
و,O,conj,no
تتراكم,O,verb,no
في,O,prep,yes
أجزائه,O,noun,no
.,O,punc,no
و,O,conj,no
تتباين,O,verb,no
الأعراض,O,noun,no
التي,O,pron_rel,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يشعر,O,verb,no
ب,O,prep,no
ها,O,pron_dem,no
المريض,O,noun,no
المصاب,O,adj,no
ب,O,prep,no
ابيضاض,B,noun,no
الدم,I,noun,no
حسب,O,noun,yes
مكان,O,noun,no
تراكم,O,noun,no
هذه,O,pron_dem,yes
الخلايا,O,noun,no
في,O,prep,yes
جسمه,O,noun,no
.,O,punc,no
إذا,O,conj_sub,yes
تراكمت,O,verb,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
الدماغ,O,noun,no
أو,O,conj,yes
النخاع,O,noun,no
الشوكي,O,adj,no
",",O,punc,no
ف,O,conj,yes
قد,O,part_verb,yes
تكون,O,verb,yes
الأعراض,O,noun,no
هي,O,pron,yes
الصداع,O,noun,no
و,O,conj,no
القيء,O,noun,no
و,O,conj,no
اضطراب,O,noun,no
الوعي,O,noun,no
(,O,punc,no
التخليط,O,noun,no
),O,punc,no
و,O,conj,no
ضعف,O,noun,no
السيطرة,O,noun,no
على,O,prep,yes
العضلات,O,noun,no
و,O,conj,no
نوبات,O,noun,no
الاختلاج,O,noun,no
.,O,punc,no
و,O,conj,no
إذا,O,conj_sub,yes
تراكمت,O,verb,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
الخصيتين,O,noun,no
",",O,punc,no
ف,O,conj,yes
قد,O,part_verb,yes
تصابان,O,verb,no
ب,O,prep,no
التورم,O,noun,no
.,O,punc,no
تظهر,O,verb,no
لدى,O,noun,yes
بعض,O,noun_quant,yes
المرضى,O,noun,no
تقرحات,O,noun,no
في,O,prep,yes
العينين,O,noun,no
أو,O,conj,yes
على,O,prep,yes
الجلد,O,noun,no
.,O,punc,no
و,O,conj,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يؤثر,O,verb,no
ابيضاض,B,noun,no
الدم,I,noun,no
أيضا,O,adv,yes
في,O,prep,yes
جهاز,O,noun,no
الهضم,O,noun,no
و,O,conj,no
الكليتين,O,noun,no
و,O,conj,no
الرئتين,O,noun,no
",",O,punc,no
و,O,conj,no
غير,O,noun,yes
ذلك,O,pron_dem,yes
من,O,prep,yes
أجزاء,O,noun,no
الجسم,O,noun,no
.,O,punc,no
تشخيص,O,noun,no
اللوكيميا,B,adj,no
من,O,prep,yes
أجل,O,noun,yes
تشخيص,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
يأخذ,O,verb,no
الطبيب,O,noun,no
كل,O,noun_quant,yes
تفاصيل,O,noun,no
حالة,O,noun,no
المريض,O,adj,no
",",O,punc,no
و,O,conj,no
يجري,O,verb,no
ل,O,prep,no
ه,O,abbrev,no
فحصا,O,noun,no
إكلينيكيا,O,adj,no
شاملا,O,adj,no
.,O,punc,no
تكون,O,verb,yes
اختبارات,O,noun,no
الدم,O,noun,no
مفيدة,O,adj,no
أيضا,O,adv,yes
في,O,prep,yes
تشخيص,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
حيث,O,adv_rel,yes
تتم,O,verb,no
دراسة,O,noun,no
عينة,O,noun,no
من,O,prep,yes
الدم,O,noun,no
تحت,O,noun,no
المجهر,O,noun,no
ل,O,prep,no
رؤية,O,noun,no
شكل,O,noun,yes
خلايا,O,noun,no
الدم,O,noun,no
",",O,punc,no
و,O,conj,no
تحديد,O,noun,no
عدد,O,noun,no
الخلايا,O,noun,no
الناضجة,O,adj,no
و,O,conj,no
الأرومات,O,noun,no
.,O,punc,no
مع,O,noun,yes
أن,O,conj_sub,yes
اختبارات,O,noun,no
الدم,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تكشف,O,verb,no
عن,O,prep,yes
وجود,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
إلا,O,prep,yes
أنها,O,conj_sub,yes
لا,O,part_neg,yes
تحدد,O,verb,no
نوعه,O,noun,no
.,O,punc,no
و,O,conj,no
ل,O,prep,no
إجراء,O,noun,no
المزيد,O,noun,no
من,O,prep,yes
دراسة,O,noun,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
أو,O,conj,yes
تحديد,O,noun,no
نوع,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
يقوم,O,verb,no
اختصاصي,O,noun,no
أمراض,O,noun,no
الدم,O,noun,no
أو,O,conj,yes
الأورام,O,noun,no
أو,O,conj,yes
التشريح,O,noun,no
المرضي,O,noun,no
ب,O,prep,no
دراسة,O,noun,no
عينة,O,noun,no
من,O,prep,yes
نقي,O,noun,no
العظم,O,noun,no
تحت,O,noun,no
المجهر,O,noun,no
.,O,punc,no
يعد,O,verb,no
رشف,O,verb,no
أو,O,conj,yes
شفط,O,noun,no
نقي,O,noun,no
العظم,O,noun,no
أحد,O,noun,no
طرق,O,noun,no
الحصول,O,noun,no
على,O,prep,yes
عينة,O,noun,no
من,O,prep,yes
نقي,O,noun,no
العظم,O,noun,no
",",O,punc,no
حيث,O,adv_rel,yes
يدخل,O,verb,no
الطبيب,O,noun,no
إبرة,O,noun,no
في,O,prep,yes
أحد,O,noun_num,no
العظام,O,noun,no
الكبيرة,O,adj,no
",",O,punc,no
و,O,conj,no
هو,O,pron,yes
عظم,O,noun,no
الورك,O,noun,no
عادة,O,noun,yes
",",O,punc,no
و,O,conj,no
يأخذ,O,verb,no
كمية,O,noun,no
صغيرة,O,adj,no
من,O,prep,yes
نقي,O,noun,no
العظم,O,noun,no
السائل,O,adj,no
.,O,punc,no
تعد,O,verb,no
خزعة,O,verb,no
نقي,O,noun,no
العظم,O,noun,no
طريقة,O,noun,no
أخرى,O,adj,yes
ل,O,prep,no
الحصول,O,noun,no
على,O,prep,yes
عينة,O,noun,no
من,O,prep,yes
نقي,O,noun,no
العظم,O,noun,no
",",O,punc,no
و,O,conj,no
هي,O,pron,yes
تتم,O,verb,no
ب,O,prep,no
استخدام,O,noun,no
إبرة,O,noun,no
كبيرة,O,adj,no
تؤخذ,O,verb,no
ب,O,prep,no
واسطتها,O,noun,no
قطعة,O,noun,no
صغيرة,O,adj,no
من,O,prep,yes
العظم,O,noun,no
و,O,conj,no
من,O,prep,yes
نقي,O,noun,no
العظم,O,noun,no
.,O,punc,no
إذا,O,conj_sub,yes
تم,O,verb,no
اكتشاف,O,noun,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
عينة,O,noun,no
نقي,O,noun,no
العظم,O,noun,no
",",O,punc,no
يطلب,O,verb,no
الطبيب,O,noun,no
إجراء,O,noun,no
مزيد,O,noun,no
من,O,prep,yes
الاختبارات,O,noun,no
ل,O,prep,no
معرفة,O,noun,no
مدى,O,noun,no
انتشار,O,noun,no
المرض,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تكشف,O,verb,no
الصورة,O,noun,no
الشعاعية,O,adj,no
البسيطة,O,adj,no
ل,O,prep,no
الصدر,O,noun,no
علامات,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
الصدر,O,noun,no
.,O,punc,no
علاج,O,noun,no
اللوكيميا,B,adj,no
تعد,O,verb,no
معالجة,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
أمرا,O,noun,no
معقدا,O,noun,no
.,O,punc,no
و,O,conj,no
تختلف,O,verb,no
المعالجة,O,noun,no
ب,O,prep,no
اختلاف,O,noun,no
المرضى,O,noun,no
",",O,punc,no
و,O,conj,no
ب,O,prep,no
حسب,O,noun,yes
نوع,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
.,O,punc,no
يعتمد,O,verb,no
علاج,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
على,O,prep,yes
:,O,punc,no
نوعه,O,noun,no
.,O,punc,no
مدى,O,noun,no
انتشاره,O,noun,no
.,O,punc,no
ما,O,conj_sub,yes
إذا,O,conj_sub,yes
كان,O,verb,yes
قد,O,part_verb,yes
عولج,O,verb,no
من,O,prep,yes
قبل,O,noun,no
أم,O,conj,no
لا,O,part_neg,yes
.,O,punc,no
عمر,O,noun,no
المريض,O,noun,no
",",O,punc,no
و,O,conj,no
الأعراض,O,noun,no
الظاهرة,O,noun,no
عليه,O,prep,no
",",O,punc,no
و,O,conj,no
حالته,O,noun,no
الصحية,O,noun,no
العامة,O,adj,no
.,O,punc,no
يجب,O,verb,no
البدء,O,noun,no
فورا,O,noun,no
ب,O,prep,no
معالجة,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
الحاد,I,adj,no
.,O,punc,no
و,O,conj,no
يكون,O,verb,yes
الهدف,O,noun,no
الرئيسي,O,adj,no
من,O,prep,yes
العلاج,O,noun,no
هو,O,pron,yes
وقف,O,noun,no
تقدم,O,noun,no
المرض,O,noun,no
.,O,punc,no
يقوم,O,verb,no
الهدف,O,noun,no
الآخر,O,adj,no
ل,O,prep,no
معالجة,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
على,O,prep,yes
منع,O,noun,no
عودته,O,noun,no
أو,O,conj,yes
منع,O,noun,no
نكسه,O,noun,no
.,O,punc,no
و,O,conj,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يشفى,O,verb,no
الكثير,O,adj,yes
من,O,prep,yes
مرضى,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
الحاد,O,adj,no
.,O,punc,no
قد,O,part_verb,yes
لا,O,part_neg,yes
يكون,O,verb,yes
مرضى,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
المزمن,I,adj,no
",",O,punc,no
الذين,O,pron_rel,yes
لم,O,part_neg,yes
تظهر,O,verb,no
عليهم,O,prep,no
الأعراض,O,noun,no
",",O,punc,no
في,O,prep,yes
حاجة,O,noun,no
إلى,O,prep,yes
معالجة,O,noun,no
فورية,O,adj,no
.,O,punc,no
و,O,conj,no
لكن,O,conj,yes
من,O,prep,yes
الضروري,O,adj,no
متابعتهم,O,noun,no
ب,O,prep,no
الفحوص,O,noun,no
الدورية,O,adj,no
.,O,punc,no
أما,O,part_focus,yes
الشفاء,O,noun,no
من,O,prep,yes
مرض,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
المزمن,I,adj,no
ف,O,conj,yes
أمر,O,noun,no
نادر,O,adj,no
الحدوث,O,noun,no
",",O,punc,no
لكن,O,conj,yes
من,O,prep,yes
الممكن,O,adj,no
استخدام,O,noun,no
المعالجة,O,noun,no
ل,O,prep,no
السيطرة,O,noun,no
على,O,prep,yes
المرض,O,noun,no
و,O,conj,no
أعراضه,O,noun,no
.,O,punc,no
يعالج,O,verb,no
معظم,O,noun_quant,yes
مرضى,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
ب,O,prep,no
المعالجة,O,noun,no
الكيميائية,O,adj,no
(,O,punc,no
7,O,digit,no
),O,punc,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يخضع,O,verb,no
المريض,O,noun,no
ل,O,prep,no
واحد,O,noun_num,no
أو,O,conj,yes
أكثر,O,noun_quant,yes
من,O,prep,yes
العلاجات,O,noun,no
التالية,O,adj,no
:,O,punc,no
المعالجة,O,noun,no
ب,O,prep,no
الأشعة,O,noun,no
.,O,punc,no
زرع,O,noun,no
نقي,O,noun,no
العظم,O,noun,no
.,O,punc,no
المعالجة,O,noun,no
الحيوية,O,adj,no
.,O,punc,no
استئصال,O,noun,no
الطحال,O,noun,no
.,O,punc,no
يشارك,O,verb,no
الكثير,O,adj,yes
من,O,prep,yes
مرضى,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
إجراء,O,noun,no
التجارب,O,noun,no
السريرية,O,adj,no
(,O,punc,no
الإكلينيكية,O,adj,no
.,O,punc,no
و,O,conj,no
تهدف,O,verb,no
هذه,O,pron_dem,yes
التجارب,O,noun,no
إلى,O,prep,yes
اختبار,O,noun,no
مدى,O,noun,no
أمان,O,noun,no
و,O,conj,no
فعالية,O,noun,no
أي,O,noun_quant,yes
علاج,O,noun,no
جديد,O,adj,no
.,O,punc,no
و,O,conj,no
يعتقد,O,verb,no
الأطباء,O,noun,no
عادة,O,noun,yes
أن,O,conj_sub,yes
هذه,O,pron_dem,yes
العلاجات,O,noun,no
لا,O,part_neg,yes
تقل,O,verb,no
فعالية,O,noun,no
عن,O,prep,yes
أفضل,O,adj_comp,yes
العلاجات,O,noun,no
المتوفرة,O,adj,no
",",O,punc,no
إن,O,conj_sub,yes
لم,O,part_neg,yes
تكن,O,verb,no
أفضل,O,adj_comp,yes
منها,O,prep,no
.,O,punc,no
من,O,prep,yes
الصعب,O,adj,no
ضبط,O,noun,no
العلاج,O,noun,no
ب,O,prep,no
حيث,O,adv_rel,yes
يقتصر,O,verb,no
تأثيره,O,noun,no
على,O,prep,yes
قتل,O,noun,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
وحدها,O,noun,no
",",O,punc,no
ف,O,abbrev,yes
العلاج,O,noun,no
يسبب,O,verb,no
آثارا,O,noun,no
جانبية,O,adj,no
",",O,punc,no
ل,O,prep,no
أنه,O,conj_sub,no
يؤذي,O,verb,no
الأنسجة,O,noun,no
و,O,conj,no
الخلايا,O,noun,no
السليمة,O,adj,no
أيضا,O,adv,yes
.,O,punc,no
تختلف,O,verb,no
الآثار,O,noun,no
الجانبية,O,adj,no
ل,O,prep,no
معالجة,O,noun,no
السرطان,O,noun,no
حسب,O,noun,yes
نوع,O,noun,no
العلاج,O,noun,no
و,O,conj,no
مدته,O,noun,no
",",O,punc,no
كما,O,conj,yes
أن,O,conj_sub,yes
ل,O,prep,no
كل,O,noun_quant,yes
مريض,O,noun,no
ردة,O,noun,no
فعل,O,noun,no
مختلفة,O,adj,no
تجاه,O,noun,yes
العلاج,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تختلف,O,verb,no
الآثار,O,noun,no
الجانبية,O,adj,no
من,O,prep,yes
علاج,O,noun,no
ل,O,prep,no
آخر,O,adj,yes
.,O,punc,no
و,O,conj,no
يحاول,O,verb,no
الأطباء,O,noun,no
وضع,O,noun,no
خطة,O,noun,no
العلاج,O,noun,no
ل,O,prep,no
كل,O,noun_quant,yes
مريض,O,noun,no
",",O,punc,no
ب,O,prep,no
حيث,O,adv_rel,yes
تبقى,O,verb,no
الآثار,O,noun,no
الجانبية,O,adj,no
في,O,prep,yes
حدها,O,noun,no
الأدنى,O,adj_comp,no
.,O,punc,no
إضافة,O,noun,no
إلى,O,prep,yes
قتل,O,noun,no
الخلايا,O,noun,no
السرطانية,O,adj,no
",",O,punc,no
يعالج,O,verb,no
الأطباء,O,noun,no
الأعراض,O,noun,no
و,O,conj,no
المضاعفات,O,noun,no
الناجمة,O,adj,no
عن,O,prep,yes
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
ف,O,conj,yes
على,O,prep,yes
سبيل,O,noun,no
المثال,O,noun,no
:,O,punc,no
تعالج,O,verb,no
العدوى,O,noun,no
عادة,O,noun,yes
ب,O,prep,no
إعطاء,O,noun,no
مضادات,O,noun,no
الجراثيم,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
معالجة,O,noun,no
النزف,O,noun,no
ب,O,prep,no
نقل,O,noun,no
الدم,O,noun,no
.,O,punc,no
يعالج,O,verb,no
نقص,O,noun,no
الشهية,O,noun,no
من,O,prep,yes
خلال,O,noun,no
وضع,O,noun,no
برنامج,O,noun,no
غذائي,O,adj,no
جيد,O,adj,no
ل,O,prep,no
المريض,O,noun,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يستفيد,O,verb,no
مرضى,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
أيضا,O,adv,yes
من,O,prep,yes
:,O,punc,no
الابتعاد,O,noun,no
عن,O,prep,yes
الناس,O,noun,no
المصابين,O,adj,no
ب,O,prep,no
الزكام,O,noun,no
و,O,conj,no
غيره,O,noun,no
من,O,prep,yes
الأمراض,O,noun,no
المعدية,O,adj,no
.,O,punc,no
التغذية,O,noun,no
الجيدة,O,adj,no
.,O,punc,no
العناية,O,noun,no
الجيدة,O,adj,no
ب,O,prep,no
الأسنان,O,noun,no
و,O,conj,no
بالصحة,O,noun,no
العامة,O,adj,no
ل,O,prep,no
الجسم,O,noun,no
قبل,O,noun,no
المعالجة,O,noun,no
و,O,conj,no
بعدها,O,noun,no
.,O,punc,no
العلاج,O,noun,no
الكيماوي,O,adj,no
ل,O,prep,no
اللوكيميا,B,noun,no
المعالجة,O,noun,no
الكيميائية,O,adj,no
هي,O,pron,yes
استخدام,O,noun,no
الأدوية,O,noun,no
ل,O,prep,no
قتل,O,noun,no
الخلايا,O,noun,no
السرطانية,O,adj,no
.,O,punc,no
و,O,conj,no
ب,O,prep,no
حسب,O,noun,yes
نوع,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
",",O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يتناول,O,verb,no
المريض,O,noun,no
دواء,O,noun,no
واحدا,O,noun_num,no
أو,O,conj,yes
مزيجا,O,noun,no
من,O,prep,yes
دوائين,O,noun,no
أو,O,conj,yes
أكثر,O,noun_quant,yes
.,O,punc,no
يمكن,O,verb,yes
تناول,O,noun,no
بعض,O,noun_quant,yes
الأدوية,O,noun,no
المضادة,O,adj,no
ل,O,prep,no
السرطان,O,noun,no
عن,O,prep,yes
طريق,O,noun,no
الفم,O,noun,no
",",O,punc,no
و,O,conj,no
لكن,O,verb_pseudo,yes
معظم,O,noun_quant,yes
هذه,O,pron_dem,yes
الأدوية,O,noun,no
يعطى,O,verb,no
عن,O,prep,yes
طريق,O,noun,no
الوريد,O,noun,no
",",O,punc,no
و,O,conj,no
هذا,O,pron_dem,yes
ما,O,pron_rel,yes
يسمى,O,verb,no
الحقن,O,noun,no
الوريدي,O,noun,no
.,O,punc,no
تدخل,O,verb,no
الأدوية,O,noun,no
المضادة,O,adj,no
ل,O,prep,no
السرطان,O,noun,no
إلى,O,prep,yes
مجرى,O,noun,no
الدم,O,noun,no
",",O,punc,no
و,O,conj,no
تهاجم,O,verb,no
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
معظم,O,noun_quant,yes
أجزاء,O,noun,no
الجسم,O,noun,no
.,O,punc,no
و,O,conj,no
لكن,O,verb_pseudo,yes
الأدوية,O,noun,no
لا,O,part_neg,yes
تصل,O,verb,no
في,O,prep,yes
أغلب,O,noun_quant,no
الأحيان,O,noun,no
إلى,O,prep,yes
الدماغ,O,noun,no
و,O,conj,no
النخاع,O,noun,no
الشوكي,O,adj,no
",",O,punc,no
ل,O,prep,no
أنها,O,conj_sub,yes
لا,O,part_neg,yes
تستطيع,O,verb,no
عبور,O,noun,no
الحاجز,O,noun,no
الواقي,O,adj,no
الذي,O,pron_rel,yes
يقوم,O,verb,no
ب,O,prep,no
تصفية,O,noun,no
الدم,O,noun,no
الذاهب,O,adj,no
إلى,O,prep,yes
الدماغ,O,noun,no
و,O,conj,no
النخاع,O,noun,no
الشوكي,O,adj,no
.,O,punc,no
و,O,conj,no
يدعى,O,verb,no
هذا,O,pron_dem,yes
الحاجز,O,noun,no
ب,O,prep,no
اسم,O,noun,no
الحاجز,O,noun,no
الدموي,O,adj,no
الدماغي,O,adj,no
.,O,punc,no
و,O,conj,no
ل,O,prep,no
الوصول,O,noun,no
إلى,O,prep,yes
خلايا,O,noun,no
ابيضاض,B,noun,no
الدم,I,noun,no
في,O,prep,yes
الجهاز,O,noun,no
العصبي,O,adj,no
المركزي,O,adj,no
",",O,punc,no
يستخدم,O,verb,no
الأطباء,O,noun,no
العلاج,O,noun,no
الكيميائي,O,adj,no
داخل,O,noun,no
القراب,O,noun,no
(,O,punc,no
القراب,O,noun,no
هو,O,pron,yes
الحيز,O,noun,no
أو,O,conj,yes
الفراغ,O,noun,no
تحت,O,noun,no
الغشاء,O,noun,no
العنكبوتي,O,adj,no
ل,O,prep,no
الدماغ,O,noun,no
أو,O,conj,yes
النخاع,O,noun,no
),O,punc,no
",",O,punc,no
حيث,O,adv_rel,yes
تحقن,O,verb,no
الأدوية,O,noun,no
المضادة,O,adj,no
ل,O,prep,no
السرطان,O,noun,no
حقنا,O,noun,no
مباشرا,O,adj,no
في,O,prep,yes
السائل,O,noun,no
الدماغي,O,adj,no
الشوكي,O,adj,no
الذي,O,pron_rel,yes
يحيط,O,verb,no
ب,O,prep,no
الدماغ,O,noun,no
و,O,conj,no
النخاع,O,noun,no
الشوكي,O,adj,no
.,O,punc,no
يمكن,O,verb,yes
إعطاء,O,noun,no
العلاج,O,noun,no
الكيميائي,O,adj,no
داخل,O,noun,no
القراب,O,noun,no
عن,O,prep,yes
طريق,O,noun,no
الحقن,O,noun,no
في,O,prep,yes
الجزء,O,noun,no
السفلي,O,adj,no
من,O,prep,yes
العمود,O,noun,no
الفقري,O,adj,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
إعطاؤه,O,noun,no
أيضا,O,adv,yes
ب,O,prep,no
واسطة,O,noun,no
أداة,O,noun,no
خاصة,O,adj,no
توضع,O,verb,no
تحت,O,noun,no
جلد,O,noun,no
الرأس,O,noun,no
",",O,punc,no
و,O,conj,no
تزود,O,verb,no
ب,O,prep,no
قثطار,O,noun,no
يصل,O,verb,no
إلى,O,prep,yes
السائل,O,noun,no
الدماغي,O,adj,no
الشوكي,O,adj,no
في,O,prep,yes
منتصف,O,noun,no
الدماغ,O,noun,no
.,O,punc,no
يجري,O,verb,no
إعطاء,O,noun,no
العلاج,O,noun,no
الكيميائي,O,adj,no
على,O,prep,yes
شكل,O,noun,yes
أشواط,O,noun,no
:,O,punc,no
جلسة,O,noun,no
معالجة,O,noun,no
تتبعها,O,verb,no
فترة,O,noun,no
نقاهة,O,noun,no
",",O,punc,no
ثم,O,conj,no
جلسة,O,noun,no
أخرى,O,adj,yes
",",O,punc,no
و,O,conj,no
هكذا,O,adv,yes
.,O,punc,no
يمكن,O,verb,yes
إعطاء,O,noun,no
العلاج,O,noun,no
الكيميائي,O,adj,no
في,O,prep,yes
المستشفى,O,noun,no
أو,O,conj,yes
في,O,prep,yes
عيادة,O,noun,no
الطبيب,O,noun,no
أو,O,conj,yes
في,O,prep,yes
البيت,O,noun,no
",",O,punc,no
و,O,conj,no
هذا,O,pron_dem,yes
يتعلق,O,verb,no
ب,O,prep,no
نوع,O,noun,no
الأدوية,O,noun,no
المستخدمة,O,adj,no
و,O,conj,no
ب,O,prep,no
الحالة,O,noun,no
الصحية,O,adj,no
العامة,O,adj,no
ل,O,prep,no
المريض,O,noun,no
.,O,punc,no
تختفي,O,verb,no
معظم,O,noun_quant,yes
الآثار,O,noun,no
الجانبية,O,adj,no
اختفاء,O,noun,no
تدريجيا,O,adj,no
خلال,O,noun,no
فترة,O,noun,no
النقاهة,O,noun,no
",",O,punc,no
بين,O,noun,no
جلستي,O,noun,no
العلاج,O,noun,no
الكيميائي,O,adj,no
أو,O,conj,yes
بعد,O,noun,yes
وقف,O,noun,no
المعالجة,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تؤثر,O,verb,no
بعض,O,noun_quant,yes
أدوية,O,noun,no
السرطان,O,noun,no
على,O,prep,yes
خصوبة,O,noun,no
المريض,O,adj,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
تضطرب,O,verb,no
الدورة,O,noun,no
الطمثية,O,adj,no
عند,O,noun,yes
المرأة,O,noun,no
أو,O,conj,yes
تتوقف,O,verb,no
.,O,punc,no
و,O,conj,no
قد,O,part_verb,yes
تظهر,O,verb,no
عند,O,noun,yes
النساء,O,noun,no
أعراض,O,noun,no
سن,O,noun,no
انقطاع,O,noun,no
الحيض,O,noun,no
",",O,punc,no
مثل,O,noun,yes
الهبات,O,noun,no
الساخنة,O,adj,no
و,O,conj,no
جفاف,O,noun,no
المهبل,O,noun,no
.,O,punc,no
ب,O,prep,no
ما,O,pron_rel,yes
أن,O,conj_sub,yes
بعض,O,noun_quant,yes
الأدوية,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تسبب,O,verb,no
تشوهات,O,noun,no
عند,O,noun,yes
المواليد,O,noun,no
",",O,punc,no
ف,O,conj,yes
إن,O,conj_sub,yes
على,O,prep,yes
النساء,O,noun,no
في,O,prep,yes
عمر,O,noun,no
الحمل,O,noun,no
و,O,conj,no
الإنجاب,O,noun,no
أن,O,conj_sub,yes
يستخدمن,O,verb,no
حبوب,O,noun,no
منع,O,noun,no
الحمل,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يتوقف,O,verb,no
إنتاج,O,noun,no
النطاف,O,noun,no
عند,O,noun,yes
الرجل,O,noun,no
.,O,punc,no
و,O,conj,no
بما,O,pron_rel,yes
أن,O,conj_sub,yes
هذه,O,pron_dem,yes
التغيرات,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تكون,O,verb,yes
تغيرات,O,noun,no
دائمة,O,adj,no
",",O,punc,no
ف,O,conj,yes
قد,O,part_verb,yes
يفضل,O,verb,no
الرجل,O,noun,no
تجميد,O,noun,no
و,O,conj,no
تخزين,O,noun,no
كمية,O,noun,no
من,O,prep,yes
سائله,O,noun,no
المنوي,O,adj,no
.,O,punc,no
العلاج,O,noun,no
